Name,Address 1,City,State,ZipCode,DistanceFromSearchedZipCode,SearchedZipCode,ServiceType,Phone,Hours,County
Roswell Pantry,3004 N 27th Street,Kansas,City,KS,Distance: 4.60 Miles,66112, Pantry,913-621-0435,"PLEASE CALL TO CONFIRM HOURS
Saturday - 3rd Week
10:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
The Reola Grant Center,5010 Leavenworth Road,Kansas,City,KS,Distance: 4.60 Miles,66112, Pantry,913-948-4040,"PLEASE CALL TO CONFIRM HOURS
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Wyandotte
Christ First Ministries,229 N Neconi Avenue,Bonner,Springs,KS,Distance: 3.60 Miles,66113, Pantry,913-400-1188,"PLEASE CALL TO CONFIRM HOURS
Saturday - 1st Saturday
10:00 AM - 1:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
Christ First Ministries,229 N Neconi Avenue,Bonner,Springs,KS,Distance: 3.60 Miles,66113, On-site Meals,913-400-1188,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
5:00 PM - 7:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
Hindu Temple,6330 Lackman Road,Shawnee,KS,66217,Distance: 4.10 Miles,66113, Moblie Distribution,913-631-7519,"PLEASE CALL TO CONFIRM HOURS
Thursday - 2nd Week
3:30 PM - 5:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Wyandotte
High Hopes II,7725 Kansas Avenue,Kansas,City,KS,Distance: 4.70 Miles,66113, Pantry,913-299-9015,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
4:00 PM - 6:00 PM
Friday - every week
4:00 PM - 6:00 PM
Closed
Sunday, Monday, Wednesday, Thursday, Saturday",Wyandotte
Stony Point Christian Church,149 S 78th Street,Kansas,City,KS,Distance: 4.70 Miles,66113, Pantry,913-299-4821,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 1st and 3rd Week
6:00 PM - 8:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
Five Loaves Food Ministry,8300 State Avenue,Kansas,City,KS,Distance: 4.80 Miles,66113, Pantry,913-299-8335,"PLEASE CALL TO CONFIRM HOURS
Saturday - 2nd and 4th Week
10:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
Mimi's Pantry - Please note no Saturday hours in April.,2255 NW Vivion Road,Riverside,MO,64150,Distance: 2.00 Miles,66115, Pantry,816-735-0220,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
4:00 PM - 6:00 PM
Wednesday - every week
10:00 AM - 12:00 PM
Closed
Sunday, Tuesday, Thursday, Friday, Saturday",Wyandotte
New Bethel Community Service,745 Walker Avenue,Kansas,City,KS,Distance: 2.00 Miles,66115, Pantry,913-281-1993,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 1st and 3rd Week
2:00 PM - 4:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
MLM - Wyandotte,722 Reynolds Avenue,Kansas,City,KS,Distance: 2.00 Miles,66115, Pantry,913-342-8333,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 11:00 AM
Tuesday - every week
8:00 AM - 11:00 AM
Wednesday - every week
8:00 AM - 11:00 AM
Thursday - every week
8:00 AM - 11:00 AM
Friday - every week
8:00 AM - 11:00 AM
Closed
Sunday, Saturday",Wyandotte
Young Memorial Church,2401 N 9th Street,Kansas,City,KS,Distance: 2.00 Miles,66115, Pantry,913-321-5526,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
1:30 PM - 5:00 PM
Closed
Sunday, Monday, Wednesday, Thursday, Friday, Saturday",Wyandotte
MLM,722 Reynolds Avenue,Kansas,City,KS,Distance: 2.00 Miles,66115, Pantry,816-931-0027,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 11:00 AM
Tuesday - every week
8:30 AM - 11:00 AM
Wednesday - every week
8:30 AM - 11:00 AM
Thursday - every week
8:30 AM - 11:00 AM
Friday - every week
8:30 AM - 11:00 AM
Closed
Sunday, Saturday",Wyandotte
Made Men,1211 N. 8th St.,Kansas,City,KS,Distance: 2.00 Miles,66115, Pantry,913-521-9400,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 4:00 PM
Tuesday - every week
9:00 AM - 4:00 PM
Wednesday - every week
9:00 AM - 4:00 PM
Thursday - every week
9:00 AM - 4:00 PM
Friday - every week
9:00 AM - 4:00 PM
Saturday - every week
9:00 AM - 12:00 PM
Closed
Sunday",Wyandotte
Vineyard Church Outreach,1520 Clay Street,North,Kansas,City,Distance: 2.20 Miles,66115, Moblie Distribution,816-734-8100,"PLEASE CALL TO CONFIRM HOURS
Saturday - 5th Week
8:00 AM - 9:30 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
North Kansas City YMCA - Please note the agency is closed the week of March 16,1999 Iron Street,North,Kansas,City,Distance: 2.20 Miles,66115, Pantry,816-300-0531,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
5:00 PM - 7:00 PM
Tuesday - every week
8:00 AM - 9:00 AM
Wednesday - every week
5:00 PM - 7:00 PM
Thursday - every week
8:00 AM - 9:00 AM
Friday - every week
5:00 PM - 7:00 PM
Saturday - every week
9:00 AM - 11:00 PM
Closed
Sunday",Wyandotte
Northland Assistance Center,2018 Gentry Street,North,Kansas,City,Distance: 2.20 Miles,66115, Pantry,816-421-2243,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
10:00 AM - 3:00 PM
Tuesday - every week
10:00 AM - 3:00 PM
Wednesday - every week
10:00 AM - 3:00 PM
Thursday - every week
10:00 AM - 3:00 PM
Friday - every week
10:00 AM - 3:00 PM
Closed
Sunday, Saturday",Wyandotte
Avondale United Methodist,3135 NE Winn Road,Kansas,City,MO,Distance: 3.50 Miles,66115, Pantry,816-452-3518,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
9:00 AM - 11:45 AM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
Harvest Church,4300 North Corrington,Kansas,City,MO,Distance: 3.50 Miles,66115, Moblie Distribution,816-455-7777,"PLEASE CALL TO CONFIRM HOURS
Saturday - 2nd Week
11:30 AM - 1:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
reStart Inc,918 East 9th Street,Kansas,City,MO,Distance: 3.60 Miles,66115, On-site Meals,816-472-5664,"PLEASE CALL TO CONFIRM HOURS
Sunday - every week
6:00 AM - 7:00 PM
Closed
Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Wyandotte
Episcopal Community Services,750 Paseo 11 E. 40th Street,Kansas,City,MO,Distance: 3.60 Miles,66115, On-site Meals,816-561-8920,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
12:00 PM - 2:00 PM
Tuesday - every week
12:00 PM - 2:00 PM
Wednesday - every week
12:00 PM - 2:00 PM
Thursday - every week
12:00 PM - 2:00 PM
Friday - every week
12:00 PM - 2:00 PM
Closed
Sunday, Saturday",Wyandotte
Saint Stephen Baptist Church,1414 E Truman Road,Kansas,City,MO,Distance: 3.60 Miles,66115, Pantry,816-842-6311,"PLEASE CALL TO CONFIRM HOURS
Thursday - every week
10:00 AM - 2:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Wyandotte
Kansas City Community Kitchen,750 Paseo Blvd,Kansas,City,MO,Distance: 3.60 Miles,66115, On-site Meals,816-561-8920,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
11:00 AM - 2:00 PM
Tuesday - every week
11:00 AM - 2:00 PM
Wednesday - every week
11:00 AM - 2:00 PM
Thursday - every week
11:00 AM - 2:00 PM
Friday - every week
11:00 AM - 2:00 PM
Closed
Sunday, Saturday",Wyandotte
"Downtown Outreach, Inc.",1307 Holmes Street,Kansas,City,MO,Distance: 3.60 Miles,66115, On-site Meals,816-842-0975,"PLEASE CALL TO CONFIRM HOURS
Saturday - 2nd, 4th, 5th Week
11:30 AM - 1:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
Hope Faith Ministries,705 Virginia Avenue,Kansas,City,MO,Distance: 3.60 Miles,66115, On-site Meals,816-471-4673,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 10:00 AM
11:00 AM - 12:30 PM
Tuesday - every week
8:30 AM - 10:00 AM
11:00 AM - 12:30 PM
Wednesday - every week
8:30 AM - 10:00 AM
11:00 AM - 12:30 PM
Thursday - every week
8:30 AM - 10:00 AM
11:00 AM - 12:30 PM
Friday - every week
8:30 AM - 10:00 AM
11:00 AM - 12:30 PM
Saturday - every week
8:30 AM - 10:00 AM
11:00 AM - 12:30 PM
Closed
Sunday",Wyandotte
Boone Tabernacle Community,1317 E 12th Street,Kansas,City,MO,Distance: 3.60 Miles,66115, Moblie Distribution,816-471-0955,"PLEASE CALL TO CONFIRM HOURS
Friday - 2nd and 4th Week
1:00 PM - 3:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Saturday",Wyandotte
Jesus El Buen Pastor,3007 Mercier,Kansas,City,MO,Distance: 4.40 Miles,66115, Pantry,913-707-3518,"PLEASE CALL TO CONFIRM HOURS
Thursday - every week
9:00 AM - 1:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Wyandotte
Centennial United Methodist,1834 Woodland Avenue,Kansas,City,MO,Distance: 4.40 Miles,66115, Pantry,816-421-5527,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 1st and Third Week - Closed week of March 16
8:00 AM - 10:00 AM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
The PEER Center,800 E 21st Street,Kansas,City,MO,Distance: 4.40 Miles,66115, On-site Meals,816-404-6384,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
1:30 PM - 6:30 PM
Tuesday - every week
1:30 PM - 6:30 PM
Wednesday - every week
1:30 PM - 6:30 PM
Thursday - every week
1:30 PM - 6:30 PM
Friday - every week
1:30 PM - 6:30 PM
Saturday - every week
9:00 AM - 2:00 PM
Closed
Sunday",Wyandotte
New Life City Church,1717 McGee Street,Kansas,City,MO,Distance: 4.40 Miles,66115, Pantry,816-421-7729,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
2:00 PM - 4:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
Westside Community Action,2130 B Jefferson Street,Kansas,City,MO,Distance: 4.40 Miles,66115, On-site Meals,816-842-1298,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
6:00 AM - 6:00 PM
Tuesday - every week
6:00 AM - 6:00 PM
Wednesday - every week
6:00 AM - 6:00 PM
Thursday - every week
6:00 AM - 6:00 PM
Friday - every week
6:00 AM - 6:00 PM
Saturday - every week
6:00 AM - 4:00 PM
Closed
Sunday",Wyandotte
Newhouse Inc,660 Brooklyn Avenue,Kansas,City,MO,Distance: 4.40 Miles,66115, On-site Meals,816-462-0505,"PLEASE CALL TO CONFIRM HOURS
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Wyandotte
The Salvation Army,3013 East 9th Street Post Office Box 240049,Kansas,City,MO,Distance: 4.40 Miles,66115, On-site Meals,816-483-8484,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
11:30 AM - 1:00 PM
Tuesday - every week
11:30 AM - 1:00 PM
Wednesday - every week
11:30 AM - 1:00 PM
Thursday - every week
11:30 AM - 1:00 PM
Friday - every week
11:30 AM - 1:00 PM
Closed
Sunday, Saturday",Wyandotte
Salvation Army Eastside,3013 E 9th Street,Kansas,City,MO,Distance: 4.40 Miles,66115, Pantry,816-483-8484,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 4:30 PM
Tuesday - every week
9:00 AM - 3:00 PM
Wednesday - every week
9:00 AM - 4:30 PM
Thursday - every week
9:00 AM - 12:00 PM
Friday - every week
9:00 AM - 4:30 PM
Closed
Sunday, Saturday",Wyandotte
Gathering Table SAWC,5009 Independence Avenue,Kansas,City,MO,Distance: 4.40 Miles,66115, On-site Meals,785-643-7697,"PLEASE CALL TO CONFIRM HOURS
Sunday - every week
10:00 AM - 12:00 PM
Wednesday - every week
8:15 AM - 10:00 AM
Saturday - every week
9:00 AM - 12:00 PM
Closed
Monday, Tuesday, Thursday, Friday",Wyandotte
Independence Boulevard,606 Gladstone Boulevard,Kansas,City,MO,Distance: 4.40 Miles,66115, On-site Meals,816-231-0016,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
5:30 PM - 7:00 PM
Closed
Sunday, Tuesday, Wednesday, Thursday, Friday, Saturday",Wyandotte
Salvation Army Eastside,3013 E 9th Street Post Office Box 240049,Kansas,City,MO,Distance: 4.40 Miles,66115, On-site Meals,816-483-8484,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
11:30 AM - 12:30 PM
Tuesday - every week
11:30 AM - 12:30 PM
Wednesday - every week
11:30 AM - 12:30 PM
Thursday - every week
11:30 AM - 12:30 PM
Friday - every week
11:30 AM - 12:30 PM
Closed
Sunday, Saturday",Wyandotte
Full Joy Ministries Church,906 N 17th Street,Kansas,City,KS,Distance: 4.40 Miles,66115, Moblie Distribution,913-281-8995,"PLEASE CALL TO CONFIRM HOURS
Thursday - 2nd Week
9:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Wyandotte
Agape Multicultural SDA,1117 North 28th Street,Kansas,City,KS,Distance: 4.40 Miles,66115, Pantry,913-306-4455,"PLEASE CALL TO CONFIRM HOURS
Saturday - April 4 and 4th Saturday
3:00 PM - 5:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
Giving Hope KC,6640 State Avenue,Kansas,City,KS,Distance: 4.40 Miles,66115, Pantry,913-291-9031,"PLEASE CALL TO CONFIRM HOURS
Saturday - every week
9:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
New Creations of Faith,1060 Freeman Avenue,Kansas,City,KS,Distance: 4.40 Miles,66115, Pantry,913-281-1578,"PLEASE CALL TO CONFIRM HOURS
Tuesday - 3rd Week
1:00 PM - 3:00 PM
Closed
Sunday, Monday, Wednesday, Thursday, Friday, Saturday",Wyandotte
Salvation Army,6721 State Avenue,Kansas,City,KS,Distance: 4.40 Miles,66115, Pantry,913-957-5900,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:00 AM - 4:30 PM
Tuesday - every week
8:00 AM - 4:30 PM
Wednesday - every week
9:30 AM - 6:00 PM
Thursday - every week
8:00 AM - 4:30 PM
Friday - every week
8:00 AM - 4:30 PM
Closed
Sunday, Saturday",Wyandotte
Greater Jerusalem Baptist Church,1610 N 10th Street,Kansas,City,KS,Distance: 4.40 Miles,66115, Pantry,913-371-1487,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
5:00 PM - 7:30 PM
Saturday - every week
3:00 PM - 5:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday",Wyandotte
Catholic Charities,2220 Central Avenue,Kansas,City,KS,Distance: 4.40 Miles,66115, Pantry,913-433-2100,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 4:00 PM
Tuesday - every week
8:30 AM - 4:00 PM
Wednesday - every week
8:30 AM - 4:00 PM
Thursday - every week
8:30 AM - 4:00 PM
Friday - every week
8:30 AM - 4:00 PM
Closed
Sunday, Saturday",Wyandotte
Bethel Neighborhood Center,1916 Central Avenue,Kansas,City,KS,Distance: 4.40 Miles,66115, Pantry,913-371-8218,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 3:00 PM
Tuesday - every week
9:00 AM - 3:00 PM
Wednesday - every week
9:00 AM - 12:30 PM
Thursday - every week
9:00 AM - 3:00 PM
Friday - every week
9:00 AM - 3:00 PM
Closed
Sunday, Saturday",Wyandotte
Carry The Cross,5517 Freeman Avenue,Kansas,City,KS,Distance: 4.40 Miles,66115, Pantry,913-515-0045,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
5:00 PM - 8:30 PM
Thursday - every week
9:00 AM - 9:00 PM
Closed
Sunday, Tuesday, Wednesday, Friday, Saturday",Wyandotte
Grandview Park,1613 Wilson Boulevard,Kansas,City,KS,Distance: 4.40 Miles,66115, Pantry,816-804-7944,"PLEASE CALL TO CONFIRM HOURS
Saturday - 1st and 3rd Week
9:30 AM - 11:00 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
Catholic Charities,2220 Central Avenue,Kansas,City,KS,Distance: 4.40 Miles,66115, Pantry,913-432-3141,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 4:30 PM
Tuesday - every week
8:30 AM - 4:30 PM
Wednesday - every week
8:30 AM - 4:30 PM
Thursday - every week
8:30 AM - 4:30 PM
Friday - every week
8:30 AM - 4:30 PM
Closed
Sunday, Saturday",Wyandotte
Roswell Pantry,3004 N 27th Street,Kansas,City,KS,Distance: 4.50 Miles,66115, Pantry,913-621-0435,"PLEASE CALL TO CONFIRM HOURS
Saturday - 3rd Week
10:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
The Reola Grant Center,5010 Leavenworth Road,Kansas,City,KS,Distance: 4.50 Miles,66115, Pantry,913-948-4040,"PLEASE CALL TO CONFIRM HOURS
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Wyandotte
Gloria Dei Lutheran Church,5409 NW 72nd Street,Kansas,City,MO,Distance: 4.60 Miles,66115, Moblie Distribution,816-741-3150,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
10:00 AM - 12:00 PM
Saturday - every week
10:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday",Wyandotte
Gloria Dei Lutheran,5409 NW 72nd Street,Kansas,City,MO,Distance: 4.60 Miles,66115, Pantry,816-741-3150,"PLEASE CALL TO CONFIRM HOURS
Saturday - 3rd Week
6:30 AM - 10:30 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
A Turning Point Ministry Inc - please note new hours,5105 NW Waukomis Drive,Kansas,City,MO,Distance: 4.60 Miles,66115, Pantry,816-237-0138,"PLEASE CALL TO CONFIRM HOURS
Saturday - every week
9:00 AM - 10:00 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
Bridges of Hope,933 Argentine Boulevard,Kansas,City,KS,Distance: 4.70 Miles,66115, Pantry,913-602-0660,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 11:00 AM
Tuesday - every week
9:00 AM - 11:00 AM
Wednesday - every week
9:00 AM - 11:00 AM
Thursday - every week
9:00 AM - 11:00 AM
Closed
Sunday, Friday, Saturday",Wyandotte
Cross Lines Community,736 Shawnee Avenue,Kansas,City,KS,Distance: 4.70 Miles,66115, Pantry,913-281-3388,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 12:00 PM
1:00 PM - 4:00 PM
Closed
Sunday, Tuesday, Wednesday, Thursday, Friday, Saturday",Wyandotte
Bridges of Hope,933 Argentine Boulevard,Kansas,City,KS,Distance: 4.70 Miles,66115, Pantry,913-602-0660,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 11:00 AM
Tuesday - every week
9:00 AM - 11:00 AM
Wednesday - every week
9:00 AM - 11:00 AM
Thursday - every week
9:00 AM - 11:00 AM
Closed
Sunday, Friday, Saturday",Wyandotte
New Bethel Community Service,745 Walker Avenue,Kansas,City,KS,Distance: 0.20 Miles,66117, Pantry,913-281-1993,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 1st and 3rd Week
2:00 PM - 4:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
MLM - Wyandotte,722 Reynolds Avenue,Kansas,City,KS,Distance: 0.20 Miles,66117, Pantry,913-342-8333,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 11:00 AM
Tuesday - every week
8:00 AM - 11:00 AM
Wednesday - every week
8:00 AM - 11:00 AM
Thursday - every week
8:00 AM - 11:00 AM
Friday - every week
8:00 AM - 11:00 AM
Closed
Sunday, Saturday",Wyandotte
Young Memorial Church,2401 N 9th Street,Kansas,City,KS,Distance: 0.20 Miles,66117, Pantry,913-321-5526,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
1:30 PM - 5:00 PM
Closed
Sunday, Monday, Wednesday, Thursday, Friday, Saturday",Wyandotte
MLM,722 Reynolds Avenue,Kansas,City,KS,Distance: 0.20 Miles,66117, Pantry,816-931-0027,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 11:00 AM
Tuesday - every week
8:30 AM - 11:00 AM
Wednesday - every week
8:30 AM - 11:00 AM
Thursday - every week
8:30 AM - 11:00 AM
Friday - every week
8:30 AM - 11:00 AM
Closed
Sunday, Saturday",Wyandotte
Made Men,1211 N. 8th St.,Kansas,City,KS,Distance: 0.20 Miles,66117, Pantry,913-521-9400,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 4:00 PM
Tuesday - every week
9:00 AM - 4:00 PM
Wednesday - every week
9:00 AM - 4:00 PM
Thursday - every week
9:00 AM - 4:00 PM
Friday - every week
9:00 AM - 4:00 PM
Saturday - every week
9:00 AM - 12:00 PM
Closed
Sunday",Wyandotte
Bridges of Hope,933 Argentine Boulevard,Kansas,City,KS,Distance: 2.60 Miles,66117, Pantry,913-602-0660,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 11:00 AM
Tuesday - every week
9:00 AM - 11:00 AM
Wednesday - every week
9:00 AM - 11:00 AM
Thursday - every week
9:00 AM - 11:00 AM
Closed
Sunday, Friday, Saturday",Wyandotte
Bridges of Hope,933 Argentine Boulevard,Kansas,City,KS,Distance: 2.60 Miles,66117, Pantry,913-602-0660,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 11:00 AM
Tuesday - every week
9:00 AM - 11:00 AM
Wednesday - every week
9:00 AM - 11:00 AM
Thursday - every week
9:00 AM - 11:00 AM
Closed
Sunday, Friday, Saturday",Wyandotte
Cross Lines Community,736 Shawnee Avenue,Kansas,City,KS,Distance: 2.60 Miles,66117, Pantry,913-281-3388,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 12:00 PM
1:00 PM - 4:00 PM
Closed
Sunday, Tuesday, Wednesday, Thursday, Friday, Saturday",Wyandotte
Saint Stephen Baptist Church,1414 E Truman Road,Kansas,City,MO,Distance: 3.00 Miles,66117, Pantry,816-842-6311,"PLEASE CALL TO CONFIRM HOURS
Thursday - every week
10:00 AM - 2:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Wyandotte
Hope Faith Ministries,705 Virginia Avenue,Kansas,City,MO,Distance: 3.00 Miles,66117, On-site Meals,816-471-4673,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 10:00 AM
11:00 AM - 12:30 PM
Tuesday - every week
8:30 AM - 10:00 AM
11:00 AM - 12:30 PM
Wednesday - every week
8:30 AM - 10:00 AM
11:00 AM - 12:30 PM
Thursday - every week
8:30 AM - 10:00 AM
11:00 AM - 12:30 PM
Friday - every week
8:30 AM - 10:00 AM
11:00 AM - 12:30 PM
Saturday - every week
8:30 AM - 10:00 AM
11:00 AM - 12:30 PM
Closed
Sunday",Wyandotte
Kansas City Community Kitchen,750 Paseo Blvd,Kansas,City,MO,Distance: 3.00 Miles,66117, On-site Meals,816-561-8920,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
11:00 AM - 2:00 PM
Tuesday - every week
11:00 AM - 2:00 PM
Wednesday - every week
11:00 AM - 2:00 PM
Thursday - every week
11:00 AM - 2:00 PM
Friday - every week
11:00 AM - 2:00 PM
Closed
Sunday, Saturday",Wyandotte
"Downtown Outreach, Inc.",1307 Holmes Street,Kansas,City,MO,Distance: 3.00 Miles,66117, On-site Meals,816-842-0975,"PLEASE CALL TO CONFIRM HOURS
Saturday - 2nd, 4th, 5th Week
11:30 AM - 1:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
Boone Tabernacle Community,1317 E 12th Street,Kansas,City,MO,Distance: 3.00 Miles,66117, Moblie Distribution,816-471-0955,"PLEASE CALL TO CONFIRM HOURS
Friday - 2nd and 4th Week
1:00 PM - 3:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Saturday",Wyandotte
reStart Inc,918 East 9th Street,Kansas,City,MO,Distance: 3.00 Miles,66117, On-site Meals,816-472-5664,"PLEASE CALL TO CONFIRM HOURS
Sunday - every week
6:00 AM - 7:00 PM
Closed
Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Wyandotte
Episcopal Community Services,750 Paseo 11 E. 40th Street,Kansas,City,MO,Distance: 3.00 Miles,66117, On-site Meals,816-561-8920,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
12:00 PM - 2:00 PM
Tuesday - every week
12:00 PM - 2:00 PM
Wednesday - every week
12:00 PM - 2:00 PM
Thursday - every week
12:00 PM - 2:00 PM
Friday - every week
12:00 PM - 2:00 PM
Closed
Sunday, Saturday",Wyandotte
Westside Community Action,2130 B Jefferson Street,Kansas,City,MO,Distance: 3.10 Miles,66117, On-site Meals,816-842-1298,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
6:00 AM - 6:00 PM
Tuesday - every week
6:00 AM - 6:00 PM
Wednesday - every week
6:00 AM - 6:00 PM
Thursday - every week
6:00 AM - 6:00 PM
Friday - every week
6:00 AM - 6:00 PM
Saturday - every week
6:00 AM - 4:00 PM
Closed
Sunday",Wyandotte
The PEER Center,800 E 21st Street,Kansas,City,MO,Distance: 3.10 Miles,66117, On-site Meals,816-404-6384,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
1:30 PM - 6:30 PM
Tuesday - every week
1:30 PM - 6:30 PM
Wednesday - every week
1:30 PM - 6:30 PM
Thursday - every week
1:30 PM - 6:30 PM
Friday - every week
1:30 PM - 6:30 PM
Saturday - every week
9:00 AM - 2:00 PM
Closed
Sunday",Wyandotte
Jesus El Buen Pastor,3007 Mercier,Kansas,City,MO,Distance: 3.10 Miles,66117, Pantry,913-707-3518,"PLEASE CALL TO CONFIRM HOURS
Thursday - every week
9:00 AM - 1:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Wyandotte
Centennial United Methodist,1834 Woodland Avenue,Kansas,City,MO,Distance: 3.10 Miles,66117, Pantry,816-421-5527,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 1st and Third Week - Closed week of March 16
8:00 AM - 10:00 AM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
New Life City Church,1717 McGee Street,Kansas,City,MO,Distance: 3.10 Miles,66117, Pantry,816-421-7729,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
2:00 PM - 4:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
